"52373","216",NULL,"1","1","phitsanulok","phitsanulok","พิษณุโลก","12",NULL,NULL,"utc+07:00",NULL,NULL,
"52597","216",NULL,"1","1","phichit","phichit","พิจิตร","13",NULL,NULL,"utc+07:00",NULL,NULL,
"52598","216",NULL,"1","1","phetchabun","phetchabun","เพชรบูรณ์","14",NULL,NULL,"utc+07:00",NULL,NULL,
"52845","216",NULL,"1","1","uthai thani","uthai thani","อุทัยธานี","15",NULL,NULL,"utc+07:00",NULL,NULL,
"52846","216",NULL,"1","1","nakhon sawan","nakhon sawan","นครสวรรค์","16",NULL,NULL,"utc+07:00",NULL,NULL,
"53587","216",NULL,"1","1","nong khai","nong khai","หนองคาย","17",NULL,NULL,"utc+07:00",NULL,NULL,
"53588","216",NULL,"1","1","loei","loei","เลย","18",NULL,NULL,"utc+07:00",NULL,NULL,
"54020","216",NULL,"1","1","sakon nakhon","sakon nakhon","สกลนคร","20",NULL,NULL,"utc+07:00",NULL,NULL,
"54021","216",NULL,"1","1","maha sarakham","maha sarakham","มหาสารคาม","24",NULL,NULL,"utc+07:00",NULL,NULL,
"54309","216",NULL,"1","1","roi et","roi et","ร้อยเอ็ด","25",NULL,NULL,"utc+07:00",NULL,NULL,
"54310","216",NULL,"1","1","nakhon ratchasima","nakhon ratchasima","นครราชสีมา","27",NULL,NULL,"utc+07:00",NULL,NULL,
"54625","216",NULL,"1","1","surin","surin","สุรินทร์","29",NULL,NULL,"utc+07:00",NULL,NULL,
"54626","216",NULL,"1","1","sisaket","sisaket","ศรีสะเกษ","30",NULL,NULL,"utc+07:00",NULL,NULL,
"54893","216",NULL,"1","1","narathiwat","narathiwat","นราธิวาส","31",NULL,NULL,"utc+07:00",NULL,NULL,
"54894","216",NULL,"1","1","sing buri","sing buri","สิงห์บุรี","33",NULL,NULL,"utc+07:00",NULL,NULL,
"55210","216",NULL,"1","1","lop buri","lop buri","ลพบุรี","34",NULL,NULL,"utc+07:00",NULL,NULL,
"55211","216",NULL,"1","1","phra nakhon si ayutthaya","phra nakhon si ayutthaya","พระนครศรีอยุธยา","36",NULL,NULL,"utc+07:00",NULL,NULL,
"55380","216",NULL,"1","1","saraburi","saraburi","สระบุรี","37",NULL,NULL,"utc+07:00",NULL,NULL,
"55381","216",NULL,"1","1","nonthaburi","nonthaburi","นนทบุรี","38",NULL,NULL,"utc+07:00",NULL,NULL,
"55611","216",NULL,"1","1","pathum thani","pathum thani","ปทุมธานี","39",NULL,NULL,"utc+07:00",NULL,NULL,
"55612","216",NULL,"1","1","phayao","phayao","พะเยา","41",NULL,NULL,"utc+07:00",NULL,NULL,
"55817","216",NULL,"1","1","samut prakan","samut prakan","สมุทรปราการ","42",NULL,NULL,"utc+07:00",NULL,NULL,
"55818","216",NULL,"1","1","nakhon nayok","nakhon nayok","นครนายก","43",NULL,NULL,"utc+07:00",NULL,NULL,
"56249","216",NULL,"1","1","rayong","rayong","ระยอง","47",NULL,NULL,"utc+07:00",NULL,NULL,
"56250","216",NULL,"1","1","trat","trat","ตราด","49",NULL,NULL,"utc+07:00",NULL,NULL,
"56461","216",NULL,"1","1","suphan buri","suphan buri","สุพรรณบุรี","51",NULL,NULL,"utc+07:00",NULL,NULL,
"56462","216",NULL,"1","1","ratchaburi","ratchaburi","ราชบุรี","52",NULL,NULL,"utc+07:00",NULL,NULL,
"56715","216",NULL,"1","1","nakhon pathom","nakhon pathom","จังหวัดนครปฐม","53",NULL,NULL,"utc+07:00",NULL,NULL,
"56716","216",NULL,"1","1","samut songkhram","samut songkhram","สมุทรสงคราม","54",NULL,NULL,"utc+07:00",NULL,NULL,
"56877","216",NULL,"1","1","samut sakhon","samut sakhon","สมุทรสาคร","55",NULL,NULL,"utc+07:00",NULL,NULL,
"56878","216",NULL,"1","1","phetchaburi","phetchaburi","เพชรบุรี","56",NULL,NULL,"utc+07:00",NULL,NULL,
"57031","216",NULL,"1","1","prachuap khiri khan","prachuap khiri khan","ประจวบคีรีขันธ์","57",NULL,NULL,"utc+07:00",NULL,NULL,
"57032","216",NULL,"1","1","ranong","ranong","ระนอง","59",NULL,NULL,"utc+07:00",NULL,NULL,
"57257","216",NULL,"1","1","surat thani","surat thani","สุราษฎร์ธานี","60",NULL,NULL,"utc+07:00",NULL,NULL,
"57258","216",NULL,"1","1","phang nga","phang nga","พังงา","61",NULL,NULL,"utc+07:00",NULL,NULL,
"57609","216",NULL,"1","1","phuket","phuket","ภูเก็ต","62",NULL,NULL,"utc+07:00",NULL,NULL,
"57610","216",NULL,"1","1","nakhon si thammarat","nakhon si thammarat","นครศรีธรรมราช","64",NULL,NULL,"utc+07:00",NULL,NULL,
"57795","216",NULL,"1","1","trang","trang","ตรัง","65",NULL,NULL,"utc+07:00",NULL,NULL,
"57796","216",NULL,"1","1","phatthalung","phatthalung","พัทลุง","66",NULL,NULL,"utc+07:00",NULL,NULL,
"58016","216",NULL,"1","1","satun","satun","สตูล","67",NULL,NULL,"utc+07:00",NULL,NULL,
"58017","216",NULL,"1","1","songkhla","songkhla","สงขลา","68",NULL,NULL,"utc+07:00",NULL,NULL,
"58298","216",NULL,"1","1","pattani","pattani","ปัตตานี","69",NULL,NULL,"utc+07:00",NULL,NULL,
"58299","216",NULL,"1","1","yala","yala","ยะลา","70",NULL,NULL,"utc+07:00",NULL,NULL,
"58480","216",NULL,"1","1","yasothon","yasothon","ยโสธร","72",NULL,NULL,"utc+07:00",NULL,NULL,
"58481","216",NULL,"1","1","nakhon phanom","nakhon phanom","นครพนม","73",NULL,NULL,"utc+07:00",NULL,NULL,
"58685","216",NULL,"1","1","prachin buri","prachin buri","ปราจีนบุรี","74",NULL,NULL,"utc+07:00",NULL,NULL,
"58686","216",NULL,"1","1","ubon ratchathani","ubon ratchathani","อุบลราชธานี","75",NULL,NULL,"utc+07:00",NULL,NULL,
"58875","216",NULL,"1","1","udon thani","udon thani","อุดรธานี","76",NULL,NULL,"utc+07:00",NULL,NULL,
"58876","216",NULL,"1","1","mukdahan","mukdahan","มุกดาหาร","78",NULL,NULL,"utc+07:00",NULL,NULL,
"59094","216",NULL,"1","1","nong bua lam phu","nong bua lam phu","หนองบัวลำภู","79",NULL,NULL,"utc+07:00",NULL,NULL,
"59095","216",NULL,"1","1","sa kaeo","sa kaeo","สระแก้ว","80",NULL,NULL,"utc+07:00",NULL,NULL,
